0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Sub-task B
0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.5192291736602783,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,0.019230831414461136,9,2,1
0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,33,2,1
0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.3461519479751587,0.012820755131542683,0.012820755131542683,0.012820755131542683,0.3461499512195587,0.012820755131542683,0.012820755131542683,23,4,1
0.001202029874548316,0.03857038915157318,0.001202029874548316,0.06533815711736679,0.001202029874548316,0.001202029874548316,0.06867140531539917,0.001202029874548316,0.001202029874548316,0.03586132824420929,0.14589139819145203,0.032452426850795746,0.03596081584692001,0.08631020784378052,0.001202029874548316,0.001202029874548316,0.09698140621185303,0.001202029874548316,0.001202029874548316,0.12621158361434937,0.06773364543914795,0.001202029874548316,0.001202029874548316,0.06370323151350021,0.06370709091424942,0.058182552456855774,363,50,1
0.004807942546904087,0.37979885935783386,0.12980979681015015,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.12981107831001282,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.004807942546904087,0.2548055350780487,90,12,1
0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.34615495800971985,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.34614643454551697,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,0.012820776551961899,29,5,1
0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.2596161663532257,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.2596122622489929,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.009615495800971985,0.2596151828765869,23,4,1
0.0034966282546520233,0.0034966282546520233,0.09440606832504272,0.0034966282546520233,0.0034966282546520233,0.11276324838399887,0.0034966282546520233,0.0034966282546520233,0.09440232068300247,0.0034966282546520233,0.0034966282546520233,0.0034966282546520233,0.0034966282546520233,0.0034966282546520233,0.0034966282546520233,0.0034966282546520233,0.23267023265361786,0.0034966282546520233,0.0034966282546520233,0.39232897758483887,0.0034966282546520233,0.0034966282546520233,0.0034966282546520233,0.0034966282546520233,0.0034966282546520233,0.0034966282546520233,103,17,1
0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.5192304253578186,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,0.019230782985687256,3,1,1
0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,10,1,1
0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.5192258358001709,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,0.01923096552491188,5,1,1
0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,0.03846153989434242,4,1,1
0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.34615039825439453,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.3461548686027527,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,0.012820613570511341,18,3,1
0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.519230306148529,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,0.019230786710977554,3,1,1
