0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,Sub-task B,Y
0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.5249993801116943,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,0.025000030174851414,14,3,1,1
0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,19,4,1,1
0.005555633455514908,0.005555633455514908,0.005555633455514908,0.005555633455514908,0.005555633455514908,0.005555633455514908,0.44359827041625977,0.17862094938755035,0.005555633455514908,0.005555633455514908,0.17222538590431213,0.005555633455514908,0.005555633455514908,0.11666520684957506,0.005555633455514908,0.005555633455514908,0.005555633455514908,0.005555633455514908,0.005555633455514908,0.005555633455514908,52,11,1,1
0.28050726652145386,0.4944865703582764,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.012500342912971972,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,0.0125003419816494,13,2,1,0
0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,0.05000000074505806,7,1,1,1
0.005555918905884028,0.005555918905884028,0.005555919371545315,0.005555918905884028,0.005555919371545315,0.005555918905884028,0.11666394770145415,0.11667105555534366,0.005555918905884028,0.005555918905884028,0.005555918905884028,0.116657093167305,0.22778652608394626,0.005555918905884028,0.11667297780513765,0.005555918905884028,0.005555918905884028,0.2277655601501465,0.005555918905884028,0.005555918905884028,201,25,1,1
0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.5249988436698914,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,0.025000059977173802,18,3,1,1
0.00833352841436863,0.6750015616416931,0.00833352841436863,0.00833352841436863,0.00833352841436863,0.00833352841436863,0.17499488592147827,0.00833352841436863,0.00833352841436863,0.00833352841436863,0.00833352841436863,0.00833352841436863,0.00833352841436863,0.00833352841436863,0.008333532139658928,0.00833352841436863,0.00833352841436863,0.00833352841436863,0.00833352841436863,0.00833352841436863,53,9,1,2
0.012500402517616749,0.012500402517616749,0.2625061273574829,0.012500402517616749,0.2624857723712921,0.012500402517616749,0.2625012993812561,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,0.012500402517616749,25,4,1,1
0.010000226087868214,0.010000226087868214,0.010000226087868214,0.010000226087868214,0.2309334278106689,0.010000226087868214,0.010000226087868214,0.010000226087868214,0.2099885493516922,0.010000226087868214,0.010000226087868214,0.1890723407268524,0.010000226087868214,0.21000206470489505,0.010000226087868214,0.010000226087868214,0.010000226087868214,0.010000226087868214,0.010000226087868214,0.010000226087868214,36,7,1,0
0.02500019036233425,0.02500019036233425,0.02500019036233425,0.5249963402748108,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,0.02500019036233425,21,4,1,1
0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.5249990224838257,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,0.02500005066394806,8,2,0,1
0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.7624977827072144,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500116601586342,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500115670263769,0.012500115670263769,47,9,1,1
