0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Sub-task B,Y
0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.5192304849624634,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,26,5,1,1
0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.40769198536872864,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.4076921343803406,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,0.007692329119890928,27,6,1,1
0.00549462391063571,0.00549462391063571,0.00549462391063571,0.1483539193868637,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.2912055850028992,0.1483544409275055,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.2912043631076813,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,0.00549462391063571,85,15,1,1
0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.3461536467075348,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.3461529016494751,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,23,5,1,1
0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.5192304253578186,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,0.01923078112304211,17,3,0,2
0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.1358906775712967,0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.12207666784524918,0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.3356766402721405,0.0025642362888902426,0.0025642362888902426,0.07423807680606842,0.0025642362888902426,0.0025642362888902426,0.0025642362888902426,0.14493051171302795,0.13590267300605774,162,32,1,1
0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.5096153616905212,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.009615406394004822,0.25961488485336304,0.009615406394004822,17,4,1,0
0.00961541384458542,0.5096149444580078,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.2596151232719421,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,0.00961541384458542,36,6,0,2
0.0019231820479035375,0.05192187428474426,0.0019231820479035375,0.0019231820479035375,0.0019231820479035375,0.05656881257891655,0.0019231820479035375,0.0019231820479035375,0.060533355921506875,0.0019231820479035375,0.0019231820479035375,0.07685645669698715,0.0019231820479035375,0.12422801554203032,0.0019231820479035375,0.0019231820479035375,0.09374427050352097,0.0019231820479035375,0.0019231820479035375,0.0019231820479035375,0.057781502604484565,0.05191316083073616,0.0019231820479035375,0.1019226610660553,0.10423070937395096,0.19145146012306213,253,46,1,1
0.06923297047615051,0.002564245369285345,0.002564245369285345,0.002564245369285345,0.06957665085792543,0.002564245369285345,0.06922925263643265,0.06923165917396545,0.07341793179512024,0.002564245369285345,0.06923110783100128,0.002564245369285345,0.002564245369285345,0.002564245369285345,0.002564245369285345,0.002564245369285345,0.13590261340141296,0.06922003626823425,0.1358957588672638,0.002564245369285345,0.002564245369285345,0.19803407788276672,0.002564245369285345,0.002564245369285345,0.002564245369285345,0.002564245369285345,172,31,1,1
0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.5192262530326843,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,0.019230950623750687,13,3,1,1
0.17307785153388974,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.17307154834270475,0.006410363595932722,0.006410363595932722,0.17307551205158234,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.3397470712661743,0.006410363595932722,0.006410363595932722,0.006410363595932722,0.006410363595932722,44,10,1,1
0.005494561977684498,0.005494561977684498,0.14834710955619812,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.29121094942092896,0.005494561977684498,0.2912101745605469,0.005494561977684498,0.005494561977684498,0.005494561977684498,0.14835141599178314,0.005494561977684498,0.005494561977684498,31,6,1,1
0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.16689889132976532,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.2076927125453949,0.007692382670938969,0.007692382670938969,0.007692382670938969,0.2076890170574188,0.2484869360923767,26,6,0,1
0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.20769403874874115,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.6076887249946594,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,0.0076923840679228314,30,6,1,0
0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.3461527526378632,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.3461525142192841,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,0.01282061543315649,28,4,1,1
0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.5192288160324097,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,0.01923084631562233,13,2,1,2
0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,0.038461539894342416,11,4,1,1
